Year,Round,LapNumber,Leader,Chaser,Chaser_SpeedFL,Chaser_ThrottleAvg,Chaser_BrakeAvg,Leader_SpeedFL,Leader_ThrottleAvg,Leader_BrakeAvg
2022,1,41.0,LEC,VER,198.42580884381496,62.99898915283123,0.2111888111888112,198.8669919565469,67.97760823729539,0.20028011204481794
2022,1,42.0,LEC,VER,197.8035911093577,63.22673520463614,0.203601108033241,198.24665953426717,67.55076573421475,0.21727019498607242
2022,1,43.0,LEC,VER,190.688161592533,57.19102931958806,0.24761904761904763,198.10901857952427,69.4150271056664,0.193006993006993
2022,1,45.0,LEC,VER,200.8966687146984,64.51642375477391,0.20786516853932585,198.19964998154308,66.81130273314801,0.2112482853223594
2022,1,51.0,LEC,VER,200.44390014408913,65.34360923302363,0.21910112359550563,201.71672627261054,71.65819730619017,0.2170212765957447
2022,1,52.0,LEC,VER,200.90370509321676,65.02596605235263,0.19613259668508287,201.93976225846984,71.39640027046853,0.18245125348189414
2022,1,32.0,SAI,PER,196.8239323303928,63.95331947336792,0.21138211382113822,195.6863172946695,65.18567125383507,0.22162162162162163
2022,1,33.0,SAI,PER,188.84116758842202,60.68006570869217,0.23667100130039012,187.70829664529955,62.38131234092867,0.2483745123537061
2022,2,21.0,LEC,VER,231.17594367324725,73.86767487156752,0.16598639455782313,233.48111294836372,81.18251671560193,0.13953488372093023
2022,2,22.0,LEC,VER,231.2463964095699,74.48964384738053,0.1502086230876217,233.0544909320323,81.67822686168239,0.11373092926490985
2022,2,23.0,LEC,VER,235.1143990684499,75.32519351258937,0.13361462728551335,236.09065141433078,82.11220435941343,0.12588401697312587
2022,2,24.0,LEC,VER,233.94240762735123,73.49486858850814,0.1446629213483146,233.99173140766146,81.15243699529107,0.14165497896213183
2022,2,25.0,LEC,VER,235.2809318149486,74.67833173987937,0.1376912378303199,235.4911969210498,81.88463283596124,0.1424581005586592
2022,2,26.0,LEC,VER,233.90660704818904,73.88614436108828,0.14165497896213183,234.42641440810863,81.79169472113148,0.14425770308123248
2022,2,27.0,LEC,VER,234.3860852222586,74.19037224675098,0.15977175463623394,234.7010627115757,82.27694488535568,0.14102564102564102
2022,2,28.0,LEC,VER,234.07626254908973,76.03429025304823,0.14450867052023122,236.86085911758448,83.01671382837208,0.12301013024602026
2022,2,29.0,LEC,VER,235.6979367326768,74.27796048107422,0.14630681818181818,235.91728389306456,82.5032883079042,0.12660028449502134
2022,2,30.0,LEC,VER,236.2085420011366,74.85246823770585,0.1442857142857143,236.75935489433954,82.520046262185,0.14366998577524892
2022,2,31.0,LEC,VER,236.0825398708905,74.65512829300532,0.1432791728212703,234.91436090157066,81.28051504557332,0.13757396449704143
2022,2,32.0,LEC,VER,235.84800126490038,75.59256347641785,0.1471004243281471,236.29860992344948,82.03397250170516,0.14366998577524892
2022,2,33.0,LEC,VER,235.80078244124834,74.86968661667534,0.13093525179856116,236.7805072943443,81.63693742535834,0.14326647564469913
2022,2,34.0,LEC,VER,234.0941049457687,74.15834956460411,0.14893617021276595,235.99647852844126,82.07627810324344,0.14914772727272727
2022,2,35.0,LEC,VER,236.75324117426095,77.23724464740847,0.12589413447782546,238.43870239833734,83.00887317026684,0.13753581661891118
2022,2,36.0,LEC,VER,235.7898038624615,75.19793748697224,0.13788300835654596,236.1916968467643,82.41173436630038,0.1361111111111111
2022,2,43.0,LEC,VER,230.63594624529796,74.50297556920346,0.1550068587105624,233.42016248859028,81.94713117466546,0.12343966712898752
2022,2,44.0,LEC,VER,237.29924271408873,75.75355229839097,0.15198863636363635,238.23112791573283,83.35351341934066,0.11789772727272728
2022,2,45.0,LEC,VER,238.5731966945273,76.25712499293131,0.14098837209302326,238.30682699245605,82.54738299736381,0.13623188405797101
2022,2,1.0,PER,LEC,216.010659815226,76.10040384824433,0.18607764390896922,217.35632156034015,73.71976004828454,0.14208389715832206
2022,2,2.0,PER,LEC,230.80957113170118,77.90267308212057,0.15868673050615595,231.87351213385872,74.80932482700688,0.12912087912087913
2022,2,3.0,PER,LEC,231.85737222195232,78.69887293884833,0.1527777777777778,231.95064027611608,75.75047605915256,0.1392757660167131
2022,2,4.0,PER,LEC,232.16561171063503,78.66532102875068,0.1729957805907173,231.69358233536343,74.8776921952435,0.1370056497175141
2022,2,5.0,PER,LEC,230.40703452500048,79.2969571068963,0.1503448275862069,231.97131113908694,75.28110917704035,0.13194444444444445
2022,2,6.0,PER,LEC,231.85263883215384,78.90929154410989,0.1550068587105624,231.2798865348732,75.02883363945335,0.1409028727770178
2022,2,7.0,PER,LEC,231.03745090370944,78.84258403121122,0.1495956873315364,229.91650769736682,75.5470085444075,0.13728129205921938
2022,2,8.0,PER,LEC,232.90458964865803,78.69234793952351,0.1651006711409396,232.06725327884067,74.76489935164517,0.1280323450134771
2022,2,9.0,PER,LEC,230.19650758070807,80.18208157379252,0.1497175141242938,230.59272359206696,75.6771948226454,0.1267605633802817
2022,2,10.0,PER,LEC,231.3334928146069,78.93408345939473,0.18194640338504936,230.2776474915002,77.20662000294836,0.11690140845070422
2022,2,11.0,PER,LEC,230.76993223016856,80.97372138358006,0.14754098360655737,231.64602179159232,76.6992493676057,0.13480055020632736
2022,2,12.0,PER,LEC,231.52371149485836,80.0278843853222,0.14774281805745554,232.62185140093462,76.3606202519197,0.11813186813186813
2022,2,13.0,PER,LEC,232.21643605849462,79.14772517457858,0.17372881355932204,229.77480818177585,74.66307083283007,0.15546218487394958
2022,2,14.0,PER,LEC,228.6489324685297,79.1479535782182,0.16363636363636364,229.90268417799558,76.59845650731097,0.14545454545454545
2022,3,20.0,LEC,HAM,218.8174468332632,73.27096753893886,0.16615384615384615,224.05669635929826,78.34649987500946,0.15179968701095461
2022,3,21.0,LEC,HAM,223.02361445796612,77.49894287872799,0.13679245283018868,222.70994919344813,76.90200435472057,0.1765625
2022,3,18.0,LEC,PER,222.54494529024913,72.84869320995642,0.14913657770800628,224.16240396307396,77.65858303563104,0.1573926868044515
2022,3,19.0,LEC,PER,219.94393463595884,73.68967639127032,0.14551083591331268,223.6834576243411,77.6636844244954,0.15517241379310345
2022,3,41.0,LEC,PER,229.16209039755879,76.20961125525687,0.14536741214057508,229.1156564944471,79.29014716084238,0.15384615384615385
2022,3,42.0,LEC,PER,229.07981352924546,75.4090240656985,0.14331210191082802,231.2947853576406,78.8358151820422,0.1552
2022,3,43.0,LEC,PER,228.38882953770712,74.69312661404884,0.1332263242375602,229.84185865969556,79.94565719154828,0.1470113085621971
2022,3,44.0,LEC,PER,230.03336102138775,76.5505088968552,0.13495934959349593,229.39026018406324,78.2781247103584,0.14653784219001612
2022,3,45.0,LEC,PER,230.05074472730797,76.44612210745001,0.13946117274167988,231.4736903107554,80.13867062873109,0.1680129240710824
2022,3,46.0,LEC,PER,228.42768953383128,75.57318631155411,0.15235008103727715,231.63468206124205,80.50321559070937,0.14935064935064934
2022,3,47.0,LEC,PER,228.02421241051152,76.80159610163923,0.13141025641025642,230.1562221297116,78.88125421759267,0.1637239165329053
2022,3,48.0,LEC,PER,230.59280758363715,75.55899133881883,0.14677419354838708,230.31588463569787,79.22054107160936,0.1620745542949757
2022,3,49.0,LEC,PER,228.9606499175938,73.7323632733052,0.12459546925566344,232.568874796546,81.44349403825002,0.14910858995137763
2022,3,50.0,LEC,PER,225.16639647073947,73.7996531422684,0.13771517996870108,231.4169496288372,79.63222663805112,0.14169381107491857
2022,3,51.0,LEC,PER,226.55949518836917,75.4642251141815,0.13843648208469056,232.53935846771873,80.63715017670434,0.1352253756260434
2022,3,52.0,LEC,PER,229.51440438913386,75.87371472227473,0.13643659711075443,230.91291698314762,77.37596717993287,0.13452188006482982
2022,3,53.0,LEC,PER,228.5417535265381,74.75149108669056,0.13225806451612904,229.53787009242959,76.88169066541238,0.15721231766612642
2022,3,54.0,LEC,PER,228.50033676135024,73.8781202392504,0.1478537360890302,228.96606918601438,76.15114974907914,0.1579778830963665
2022,3,55.0,LEC,PER,229.89052021139753,74.7384011448754,0.14126984126984127,228.8806429447229,76.2703204142342,0.16113744075829384
2022,3,56.0,LEC,PER,228.26756070534793,73.78943957429306,0.14691943127962084,230.43988726642206,76.42826432703838,0.1632
2022,3,57.0,LEC,PER,229.18074901572808,76.1491517955179,0.14677419354838708,230.34750265292848,76.36007079284359,0.16903633491311215
2022,3,22.0,LEC,RUS,221.44424490163505,75.30788045091913,0.1277602523659306,190.27745710165266,71.69998600715189,0.21002710027100271
2022,3,1.0,LEC,VER,209.04496553209682,69.17227282300931,0.1834319526627219,210.2076463998523,74.23067290385654,0.16989567809239942
2022,3,7.0,LEC,VER,224.07230117460657,71.98792035290246,0.16012558869701726,225.4471256730722,78.00445127073199,0.15880503144654087
2022,3,8.0,LEC,VER,224.16470682279007,72.31094682596529,0.16798732171156894,225.17537859718416,79.8157326428692,0.16375198728139906
2022,3,9.0,LEC,VER,224.36248796174627,73.24869182538461,0.1596244131455399,225.87203220651944,79.64483823580738,0.1619496855345912
2022,3,10.0,LEC,VER,223.06874478955848,71.48348469657202,0.15527950310559005,224.47662617257737,79.01055629781123,0.16822429906542055
2022,3,11.0,LEC,VER,223.35863362815658,72.34750053751013,0.14218009478672985,226.54095486470547,79.58880796592143,0.1637239165329053
2022,3,12.0,LEC,VER,221.98786704478613,73.00123532056442,0.15074626865671642,226.6421216961001,80.34060616481817,0.1474164133738602
2022,3,13.0,LEC,VER,220.94607144464138,71.08334720194227,0.15830721003134796,226.43308912286238,78.85390382943639,0.16031746031746033
2022,3,14.0,LEC,VER,222.2466573523341,72.03412689123488,0.15830721003134796,224.60949770763867,79.5491387445159,0.13771517996870108
2022,3,15.0,LEC,VER,222.35360175827765,72.2899042959884,0.15372670807453417,225.1809593593151,78.69277226734859,0.15213946117274169
2022,3,16.0,LEC,VER,221.12673688508062,71.9555865561014,0.1328125,223.91697143107075,78.55379352073737,0.153125
2022,3,17.0,LEC,VER,223.8568927993101,72.34640995077093,0.14421553090332806,223.38186532966304,78.21820147703126,0.16025641025641027
2022,3,27.0,LEC,VER,216.44827293700143,68.73839388362487,0.18989280245022971,219.97130989925552,75.4436017103696,0.17289719626168223
2022,3,28.0,LEC,VER,226.59647521525233,70.9616034945958,0.15031645569620253,229.1703774946627,78.87409661650736,0.15421303656597773
2022,3,29.0,LEC,VER,225.1599463349085,71.21835695280403,0.14772727272727273,227.85565500336443,79.2220690375521,0.15210355987055016
2022,3,30.0,LEC,VER,226.57743187448264,71.18997355453055,0.1430817610062893,227.56461076623825,79.02248265885113,0.1408
2022,3,31.0,LEC,VER,227.5839756144372,72.2083052049874,0.13664596273291926,226.7200730038254,78.95135940204585,0.15600624024961
2022,3,32.0,LEC,VER,228.23260315508094,71.31312675416777,0.13312202852614896,227.70456956602322,78.29059480800602,0.15580286168521462
2022,3,33.0,LEC,VER,225.89667066039192,72.49549501971838,0.14375,228.08957186212115,79.3551672598745,0.16246056782334384
2022,3,34.0,LEC,VER,228.77502905430427,73.82950188586189,0.13374805598755832,228.2962307887302,78.90521071945814,0.14596273291925466
2022,3,35.0,LEC,VER,225.6842535481262,74.52445182662588,0.12359550561797752,229.10935980096409,77.7616256392118,0.14424635332252836
2022,3,36.0,LEC,VER,228.5154625415937,75.30066444782693,0.13064516129032258,230.6295709647296,79.16491643236375,0.14539579967689822
2022,3,37.0,LEC,VER,230.72450104281063,75.54528732801761,0.14518760195758565,227.99836461962585,78.45700228705351,0.1510673234811166
2022,4,18.0,VER,LEC,190.0852069875673,63.540484675991564,0.25615050651230103,191.65725550938984,61.83653409523409,0.24963924963924963
2022,4,19.0,VER,LEC,184.6791307289058,63.91498864027722,0.2608695652173913,181.38692810732732,56.7585737188062,0.2639455782312925
2022,4,5.0,VER,PER,189.42756970266714,58.598423295643904,0.26638772663877264,192.3688520786222,61.72779337043066,0.24362606232294617
2022,4,6.0,VER,PER,191.5731391008642,60.38636481524399,0.25176803394625175,193.66868073758408,63.305016879460965,0.2571022727272727
2022,4,7.0,VER,PER,192.9407632819792,60.1435048978253,0.24745269286754004,193.67386826266596,60.953179799907254,0.250733137829912
2022,4,8.0,VER,PER,194.41673320222242,62.3824470157565,0.2397163120567376,193.7861262788864,61.27950832544647,0.23680456490727533
2022,4,9.0,VER,PER,193.24127086204268,62.46967350719542,0.22816901408450704,195.66665532002375,61.827005613647756,0.2127659574468085
2022,4,10.0,VER,PER,194.46795661338132,63.04954506568658,0.23563218390804597,193.69094328995325,61.231190995514325,0.2302158273381295
2022,4,11.0,VER,PER,191.10192188337848,61.47933669566027,0.2457627118644068,196.09931181758122,63.94726951147863,0.23546099290780143
2022,4,12.0,VER,PER,189.6588609330151,60.49134422961,0.24566473988439305,193.02561754959652,61.71148035882843,0.22076023391812866
2022,4,13.0,VER,PER,189.53534750850585,60.060621494831636,0.24273255813953487,191.03939733482298,62.897748484918196,0.22496371552975328
2022,4,14.0,VER,PER,188.2686662666665,60.434162740396424,0.23453237410071942,189.9226767710595,61.201075795731235,0.23741007194244604
2022,4,15.0,VER,PER,189.24731410072422,60.807241193752624,0.23931623931623933,189.897297782385,59.671687049307934,0.24028776978417266
2022,4,16.0,VER,PER,189.17011979313213,60.98184021360067,0.23646723646723647,190.10577867573994,61.33859748235059,0.24005681818181818
2022,4,17.0,VER,PER,188.95478985953082,60.017700017335656,0.23119777158774374,189.87331859560007,60.564925123821745,0.24022346368715083
2022,4,20.0,VER,PER,198.55539063577052,63.662065931029794,0.22835820895522388,153.67224906365342,56.07874844810571,0.2517241379310345
2022,4,21.0,VER,PER,203.93225763785497,66.13115734830397,0.2480974124809741,205.33805045771697,66.3513289099993,0.2343987823439878
2022,4,22.0,VER,PER,209.45921784953921,67.92125845795067,0.22615384615384615,209.94561549552034,68.29350551947564,0.2255054432348367
2022,4,23.0,VER,PER,211.97227267071415,69.62370777087145,0.2125984251968504,213.19150536311554,70.25057417214869,0.1996879875195008
2022,4,24.0,VER,PER,213.74475327540588,71.82064923799463,0.1844331641285956,212.0307859913299,69.27197970241448,0.20033112582781457
2022,4,26.0,VER,PER,214.9512364743247,71.18791531261297,0.18729641693811075,214.52443338264501,69.99156626135014,0.2106969205834684
2022,4,27.0,VER,PER,215.57822343997123,71.78921740090584,0.192,216.22708598743029,71.86120851934375,0.18849840255591055
2022,4,28.0,VER,PER,210.4805825766496,70.33253871816015,0.1946624803767661,218.82658140666018,73.26955865219844,0.1720257234726688
2022,4,29.0,VER,PER,215.31393932702318,72.08738994705388,0.18064516129032257,216.94052225389188,72.25821277088049,0.2016260162601626
2022,4,30.0,VER,PER,215.67237442942755,72.07474437413771,0.18600953895071543,216.17251622040874,71.67890859837897,0.1858974358974359
2022,4,31.0,VER,PER,215.05817275799126,71.41320216206456,0.19395866454689983,216.95001306287733,71.18585747863705,0.19391025641025642
2022,4,32.0,VER,PER,216.9034730714589,72.31573019458943,0.18441971383147854,216.17691694766418,71.94431744320732,0.17384370015948963
2022,4,33.0,VER,PER,216.92134235738146,73.58731184479802,0.16883116883116883,217.14057161818013,71.59590768034877,0.18225806451612903
2022,4,34.0,VER,PER,217.580148228888,73.59915694677285,0.1875,217.7593476610727,70.9610960196554,0.18962722852512157
2022,4,35.0,VER,PER,218.2868700014787,73.01591616533084,0.18225806451612903,217.06406117586835,71.32098530155679,0.18124006359300476
2022,4,36.0,VER,PER,216.61964873354174,72.32823218456511,0.189873417721519,217.89080091870684,71.83607642551925,0.17475728155339806
2022,4,37.0,VER,PER,214.8469533359462,72.02515311567134,0.19741100323624594,217.0722640757005,70.94870057227705,0.18387096774193548
2022,4,38.0,VER,PER,215.09486654102236,71.87923475935793,0.19597989949748743,214.98300805419706,70.23768274182433,0.18845500848896435
2022,4,39.0,VER,PER,217.76621641636837,73.98253943637756,0.1926751592356688,217.43804453206158,70.56943709814472,0.19585987261146498
2022,4,40.0,VER,PER,217.91628537003388,73.97279901809112,0.1685761047463175,216.28770540650564,70.29858690033733,0.1996779388083736
2022,4,41.0,VER,PER,219.1804736933526,72.74213524239146,0.1850079744816587,216.79085724295632,69.64045973815956,0.2197452229299363
2022,4,42.0,VER,PER,220.6260937456125,73.94819141312435,0.17252931323283083,218.5815872428291,70.77181974671285,0.22350993377483444
2022,4,43.0,VER,PER,215.9966929469725,71.14279507307666,0.20411392405063292,213.8343080835048,67.45918030478862,0.21337579617834396
2022,4,44.0,VER,PER,217.49090082893147,71.02374211452873,0.18357487922705315,216.35588168414864,71.80409521614337,0.19547657512116318
2022,4,45.0,VER,PER,217.33512105895636,72.7205590283544,0.18810289389067525,217.02999974178354,71.91188937878127,0.1772357723577236
2022,4,46.0,VER,PER,216.07239953646663,71.06884315678433,0.19402985074626866,218.2434154061202,72.54988725230554,0.1837748344370861
2022,4,47.0,VER,PER,216.27793668846638,70.88380098489242,0.2070063694267516,217.73531284948842,71.86703342609518,0.191869918699187
2022,4,48.0,VER,PER,216.35791682577224,71.16429722518474,0.18122977346278318,217.60236445423791,72.02890323502295,0.17684887459807075
2022,4,49.0,VER,PER,214.85940493102936,70.16144996837038,0.2197452229299363,214.52238100808265,68.55302918055175,0.20993589743589744
2022,4,50.0,VER,PER,202.4371270742916,68.33741752023371,0.2287878787878788,216.32927420642912,69.35573241615505,0.2159090909090909
2022,4,51.0,VER,PER,166.55677497662023,65.51391108629844,0.21648216482164823,205.2793698404951,64.53452623911839,0.24018126888217523
2022,4,52.0,VER,PER,221.44208373194814,75.49083549962185,0.18104906937394247,166.9092473776345,59.99393302469264,0.19391634980988592
2022,4,55.0,VER,PER,218.52524467568264,72.67874749695622,0.1971383147853736,222.59478567902497,72.56375657787169,0.19312602291325695
2022,4,56.0,VER,PER,219.0999359692742,71.50811307104833,0.20684039087947884,221.28091867443354,70.72173180223244,0.18403908794788273
2022,4,57.0,VER,PER,220.08064416261232,72.66210183373595,0.18152350081037277,217.01986855571752,69.4217312001428,0.1942675159235669
2022,4,58.0,VER,PER,217.69196336885224,71.29726628602849,0.20352564102564102,219.2879998546396,69.92802368169275,0.19249592169657423
2022,4,59.0,VER,PER,220.05860956541522,73.13394453113752,0.1791530944625407,218.9600305124316,70.4478389353159,0.18870967741935485
2022,4,60.0,VER,PER,219.35985044879385,72.60833210572443,0.18288590604026847,218.71950758726666,71.37979130914032,0.18166383701188454
2022,4,61.0,VER,PER,219.83412305932907,72.65293904735314,0.19138755980861244,218.10625481508262,70.36934464531736,0.18619582664526485
2022,5,1.0,LEC,VER,191.84853217040683,61.48177311267241,0.22465753424657534,193.2302049816555,66.73223256582531,0.1839557399723375
2022,5,2.0,LEC,VER,205.50082861053048,62.96069133714512,0.1933240611961057,206.1062674355111,67.73528652991867,0.19832402234636873
2022,5,3.0,LEC,VER,202.02435233680637,63.13748315939237,0.20416666666666666,203.3798471579145,67.95335220101225,0.1953232462173315
2022,5,4.0,LEC,VER,204.13406205551973,63.212649790089046,0.1806543385490754,202.93801749030217,66.85622604564072,0.19540229885057472
2022,5,5.0,LEC,VER,204.90830171671155,63.95084823324711,0.17251051893408134,206.32035154075612,68.67490282014796,0.19154929577464788
2022,5,6.0,LEC,VER,205.32935355691257,64.18384955807613,0.18820224719101122,205.0950800346426,67.92930762256634,0.20781032078103207
2022,5,7.0,LEC,VER,202.10489412157128,62.18301478874757,0.19322990126939352,201.176955581391,67.25881336300691,0.1940928270042194
2022,5,8.0,LEC,VER,202.43776893679805,61.96124019511741,0.1954674220963173,200.9869995068253,66.55827547484397,0.20084269662921347
2022,5,9.0,VER,LEC,199.99793528053814,65.17714908225325,0.218707015130674,201.59698235743778,64.57681239683527,0.1850828729281768
2022,5,10.0,VER,LEC,202.56312668858334,65.12459850806702,0.22191011235955055,203.31968794415204,64.33783502657566,0.20113314447592068
2022,5,11.0,VER,LEC,201.33204953805668,65.33915701005198,0.22594142259414227,201.10086378273826,63.216093176254326,0.20028011204481794
2022,5,12.0,VER,LEC,202.25337571093033,68.29624895204265,0.1952247191011236,204.79430935739794,65.63841942312686,0.17588652482269504
2022,5,13.0,VER,LEC,204.97530323850393,68.17287300276152,0.21074964639321075,203.46701980550642,63.40121674392384,0.18413597733711048
2022,5,14.0,VER,LEC,205.12642102738252,66.93740546255535,0.200836820083682,203.53404521696686,63.65056693185302,0.181058495821727
2022,5,15.0,VER,LEC,203.65750941443105,67.71471188044913,0.20196353436185133,206.79777309008645,64.83106808081487,0.1768033946251768
2022,5,16.0,VER,LEC,204.2396977980896,67.39953069528806,0.2085635359116022,203.14317584942174,63.51890065586818,0.18093922651933703
2022,5,17.0,VER,LEC,205.2233635425931,67.83900065503248,0.20857142857142857,204.24390041229563,64.3911661462371,0.1840228245363766
2022,5,18.0,VER,LEC,202.57133324390733,67.92322907169927,0.2184873949579832,202.1272485733844,63.16650764673219,0.17391304347826086
2022,5,19.0,VER,LEC,204.60112764848785,68.5536944795537,0.19746121297602257,206.58289771227888,65.12017815637094,0.17862165963431786
2022,5,21.0,VER,LEC,204.88622318659026,68.48642034981987,0.19225449515905949,206.30939334613464,64.61597242570387,0.1780250347705146
2022,5,22.0,VER,LEC,206.33503904504772,68.66161251725133,0.19368723098995697,207.15961200024506,64.79671557593642,0.16931982633863965
2022,5,23.0,VER,LEC,206.5393182499791,68.79989584317369,0.20738636363636365,206.31804536045175,64.23618714849142,0.17354196301564723
2022,5,28.0,VER,LEC,205.62932227457014,68.16235869596879,0.1958041958041958,207.0079388785613,63.76133373935404,0.18041958041958042
2022,5,29.0,VER,LEC,204.50621195490086,67.89190557839852,0.20396600566572237,208.18291651714472,64.85683637088005,0.17721518987341772
2022,5,30.0,VER,LEC,206.89205622155322,68.93401614160241,0.18307905686546463,206.96253812518157,64.71220162349306,0.17597765363128492
2022,5,31.0,VER,LEC,205.4728782603377,68.09964514459645,0.19662921348314608,207.73062885105563,65.00930793924603,0.16944444444444445
2022,5,32.0,VER,LEC,208.1139909952102,68.54741509458408,0.19804741980474197,205.89267424197973,64.19932494688065,0.18696883852691218
2022,5,33.0,VER,LEC,209.0207412475191,69.35870409788382,0.20970042796005706,206.39021677065057,62.719085823972236,0.18696883852691218
2022,5,34.0,VER,LEC,206.85017268760868,69.8574971325753,0.19491525423728814,206.65667934535384,63.309397693503826,0.19203413940256045
